mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
95	95	1/2	1/2	4/4	1	1	1/8	1/8	1		-1	77		1143
95	95	1/2	1/2	4/4	1	1	1/8	1/8	1		-2	82		1143
95	95	5/8	5/8	4/4	1	1	1/8	1/8	1		2	74		1144
95	95	3/4	3/4	4/4	1	1	1/8	1/8	1		2	62		1145
95	95	3/4	3/4	4/4	1	1	1/8	1/8	1		-1	65		1145
95	95	7/8	7/8	4/4	1	1	1/8	1/8	1		-2	70		1146
96	96	0	0	4/4	2	1	1	1	1	0	-4	56		1156
96	96	0	0	4/4	1	1	1/8	1/8	1		-1	77		1148
96	96	0	0	4/4	1	1	1/8	1/8	1		-2	82		1148
96	96	1/8	1/8	4/4	1	1	1/8	1/8	1		2	74		1149
96	96	1/4	1/4	4/4	1	1	1/8	1/8	1		2	62		1150
96	96	1/4	1/4	4/4	1	1	1/8	1/8	1		-1	65		1150
96	96	3/8	3/8	4/4	1	1	1/8	1/8	1		-2	70		1151
96	96	1/2	1/2	4/4	1	1	1/8	1/8	1		-1	77		1152
96	96	1/2	1/2	4/4	1	1	1/8	1/8	1		-2	82		1152
96	96	5/8	5/8	4/4	1	1	1/8	1/8	1		2	74		1153
96	96	3/4	3/4	4/4	1	1	1/8	1/8	1		2	62		1154
96	96	3/4	3/4	4/4	1	1	1/8	1/8	1		-1	65		1154
96	96	7/8	7/8	4/4	1	1	1/8	1/8	1		-2	70		1155
97	97	0	0	4/4	2	1	1	1	1	-1	-4	56		1165
97	97	0	0	4/4	1	1	1/8	1/8	1		-1	77		1157
97	97	0	0	4/4	1	1	1/8	1/8	1		-2	82		1157
97	97	1/8	1/8	4/4	1	1	1/8	1/8	1		2	74		1158
97	97	1/4	1/4	4/4	1	1	1/8	1/8	1		2	62		1159
97	97	1/4	1/4	4/4	1	1	1/8	1/8	1		-1	65		1159
97	97	3/8	3/8	4/4	1	1	1/8	1/8	1		-2	70		1160
97	97	1/2	1/2	4/4	1	1	1/8	1/8	1		6	78		1161
97	97	1/2	1/2	4/4	1	1	1/8	1/8	1		5	83		1161
97	97	5/8	5/8	4/4	1	1	1/8	1/8	1		9	75		1162
97	97	3/4	3/4	4/4	1	1	1/8	1/8	1		9	63		1163
97	97	3/4	3/4	4/4	1	1	1/8	1/8	1		6	66		1163
97	97	7/8	7/8	4/4	1	1	1/8	1/8	1		5	71		1164
98	98	0	0	4/4	2	1	1	1	1		5	59		1174
98	98	0	0	4/4	1	1	1/8	1/8	1		8	80		1166
98	98	0	0	4/4	1	1	1/8	1/8	1		7	85		1166
98	98	1/8	1/8	4/4	1	1	1/8	1/8	1		11	77		1167
98	98	1/4	1/4	4/4	1	1	1/8	1/8	1		11	65		1168
98	98	1/4	1/4	4/4	1	1	1/8	1/8	1		8	68		1168
98	98	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		1169
98	98	1/2	1/2	4/4	1	1	1/8	1/8	1		6	78		1170
98	98	1/2	1/2	4/4	1	1	1/8	1/8	1		5	83		1170
98	98	5/8	5/8	4/4	1	1	1/8	1/8	1		9	75		1171
98	98	3/4	3/4	4/4	1	1	1/8	1/8	1		9	63		1172
98	98	3/4	3/4	4/4	1	1	1/8	1/8	1		6	66		1172
98	98	7/8	7/8	4/4	1	1	1/8	1/8	1		5	71		1173
99	99	0	0	4/4	2	1	1	1	1		-4	56		1183
99	99	0	0	4/4	1	1	1/8	1/8	1		-1	77		1175
99	99	0	0	4/4	1	1	1/8	1/8	1		-2	82		1175
99	99	1/8	1/8	4/4	1	1	1/8	1/8	1		2	74		1176
99	99	1/4	1/4	4/4	1	1	1/8	1/8	1		2	62		1177
99	99	1/4	1/4	4/4	1	1	1/8	1/8	1		-1	65		1177
99	99	3/8	3/8	4/4	1	1	1/8	1/8	1		-2	70		1178
99	99	1/2	1/2	4/4	1	1	1/8	1/8	1		6	78		1179
99	99	1/2	1/2	4/4	1	1	1/8	1/8	1		5	83		1179
99	99	5/8	5/8	4/4	1	1	1/8	1/8	1		9	75		1180
99	99	3/4	3/4	4/4	1	1	1/8	1/8	1		9	63		1181
99	99	3/4	3/4	4/4	1	1	1/8	1/8	1		6	66		1181
99	99	7/8	7/8	4/4	1	1	1/8	1/8	1		5	71		1182
100	100	0	0	4/4	2	1	1	1	1		5	59		1192
100	100	0	0	4/4	1	1	1/8	1/8	1		8	80		1184
100	100	0	0	4/4	1	1	1/8	1/8	1		7	85		1184
100	100	1/8	1/8	4/4	1	1	1/8	1/8	1		11	77		1185
100	100	1/4	1/4	4/4	1	1	1/8	1/8	1		11	65		1186
100	100	1/4	1/4	4/4	1	1	1/8	1/8	1		8	68		1186
100	100	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		1187
100	100	1/2	1/2	4/4	1	1	1/8	1/8	1		6	78		1188
100	100	1/2	1/2	4/4	1	1	1/8	1/8	1		5	83		1188
100	100	5/8	5/8	4/4	1	1	1/8	1/8	1		9	75		1189
100	100	3/4	3/4	4/4	1	1	1/8	1/8	1		9	63		1190
100	100	3/4	3/4	4/4	1	1	1/8	1/8	1		6	66		1190
100	100	7/8	7/8	4/4	1	1	1/8	1/8	1		5	71		1191
101	101	0	0	4/4	2	1	1	1	1		-4	56		1201
101	101	0	0	4/4	1	1	1/8	1/8	1		-1	77		1193
101	101	0	0	4/4	1	1	1/8	1/8	1		-2	82		1193
101	101	1/8	1/8	4/4	1	1	1/8	1/8	1		2	74		1194
101	101	1/4	1/4	4/4	1	1	1/8	1/8	1		2	62		1195
101	101	1/4	1/4	4/4	1	1	1/8	1/8	1		-1	65		1195
101	101	3/8	3/8	4/4	1	1	1/8	1/8	1		-2	70		1196
101	101	1/2	1/2	4/4	1	1	1/8	1/8	1		6	78		1197
101	101	1/2	1/2	4/4	1	1	1/8	1/8	1		5	83		1197
101	101	5/8	5/8	4/4	1	1	1/8	1/8	1		9	75		1198
101	101	3/4	3/4	4/4	1	1	1/8	1/8	1		9	63		1199
101	101	3/4	3/4	4/4	1	1	1/8	1/8	1		6	66		1199
101	101	7/8	7/8	4/4	1	1	1/8	1/8	1		5	71		1200
102	102	0	0	4/4	2	1	1	1	1	1	5	59		1210
102	102	0	0	4/4	1	1	1/8	1/8	1		8	80		1202
102	102	0	0	4/4	1	1	1/8	1/8	1		7	85		1202
102	102	1/8	1/8	4/4	1	1	1/8	1/8	1		11	77		1203
102	102	1/4	1/4	4/4	1	1	1/8	1/8	1		11	65		1204
102	102	1/4	1/4	4/4	1	1	1/8	1/8	1		8	68		1204
102	102	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		1205
102	102	1/2	1/2	4/4	1	1	1/8	1/8	1		8	80		1206
102	102	1/2	1/2	4/4	1	1	1/8	1/8	1		7	85		1206
102	102	5/8	5/8	4/4	1	1	1/8	1/8	1		11	77		1207
102	102	3/4	3/4	4/4	1	1	1/8	1/8	1		11	65		1208
102	102	3/4	3/4	4/4	1	1	1/8	1/8	1		8	68		1208
102	102	7/8	7/8	4/4	1	1	1/8	1/8	1		7	73		1209
103	103	0	0	4/4	2	1	1	1	1	-1	5	59		1219
103	103	0	0	4/4	1	1	1/8	1/8	1		8	80		1211
103	103	0	0	4/4	1	1	1/8	1/8	1		7	85		1211
103	103	1/8	1/8	4/4	1	1	1/8	1/8	1		11	77		1212
103	103	1/4	1/4	4/4	1	1	1/8	1/8	1		11	65		1213
103	103	1/4	1/4	4/4	1	1	1/8	1/8	1		8	68		1213
103	103	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		1214
103	103	1/2	1/2	4/4	1	1	1/8	1/8	1		8	80		1215
103	103	1/2	1/2	4/4	1	1	1/8	1/8	1		7	85		1215
103	103	5/8	5/8	4/4	1	1	1/8	1/8	1		11	77		1216
103	103	3/4	3/4	4/4	1	1	1/8	1/8	1		11	65		1217
103	103	3/4	3/4	4/4	1	1	1/8	1/8	1		8	68		1217
103	103	7/8	7/8	4/4	1	1	1/8	1/8	1		7	73		1218
104	104	0	0	4/4	1	1	1/8	1/8	1		3	81		1220
104	104	0	0	4/4	1	1	1/8	1/8	1		7	85		1220
104	104	1/8	1/8	4/4	1	1	1/8	1/8	1		11	77		1221
104	104	1/4	1/4	4/4	1	1	1/8	1/8	1		11	65		1222
104	104	1/4	1/4	4/4	1	1	1/8	1/8	1		3	69		1222
104	104	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		1223
104	104	1/2	1/2	4/4	1	1	1/8	1/8	1		3	81		1224
104	104	1/2	1/2	4/4	1	1	1/8	1/8	1		7	85		1224
104	104	5/8	5/8	4/4	1	1	1/8	1/8	1		11	77		1225
104	104	3/4	3/4	4/4	1	1	1/8	1/8	1		11	65		1226
104	104	3/4	3/4	4/4	1	1	1/8	1/8	1		3	69		1226
104	104	7/8	7/8	4/4	1	1	1/8	1/8	1		7	73		1227
105	105	0	0	4/4	1	1	1/8	1/8	1		3	81		1228
105	105	0	0	4/4	1	1	1/8	1/8	1		7	85		1228
105	105	1/8	1/8	4/4	1	1	1/8	1/8	1		11	77		1229
105	105	1/4	1/4	4/4	1	1	1/8	1/8	1		11	65		1230
105	105	1/4	1/4	4/4	1	1	1/8	1/8	1		3	69		1230
105	105	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		1231
105	105	1/2	1/2	4/4	1	1	1/8	1/8	1		3	81		1232
105	105	1/2	1/2	4/4	1	1	1/8	1/8	1		7	85		1232
105	105	5/8	5/8	4/4	1	1	1/8	1/8	1		11	77		1233
105	105	3/4	3/4	4/4	1	1	1/8	1/8	1		11	65		1234
105	105	3/4	3/4	4/4	1	1	1/8	1/8	1		3	69		1234
105	105	7/8	7/8	4/4	1	1	1/8	1/8	1		7	73		1235
106	106	0	0	4/4	2	2	1	1	1		4	64		1247
106	106	0	0	4/4	2	1	1/4	1/4	1		6	66		1244
106	106	0	0	4/4	1	1	1/8	1/8	1		7	85		1236
106	106	1/8	1/8	4/4	1	1	1/8	1/8	1		3	81		1237
106	106	1/4	1/4	4/4	2	1	1/4	1/4	1		7	73		1245
106	106	1/4	1/4	4/4	1	1	1/8	1/8	1		6	78		1238
106	106	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		1239
106	106	1/2	1/2	4/4	2	1	1/2	1/2	1	1	5	71		1246
106	106	1/2	1/2	4/4	1	1	1/8	1/8	1		7	85		1240
106	106	5/8	5/8	4/4	1	1	1/8	1/8	1		3	81		1241
106	106	3/4	3/4	4/4	1	1	1/8	1/8	1		6	78		1242
106	106	7/8	7/8	4/4	1	1	1/8	1/8	1		7	73		1243
107	107	0	0	4/4	2	2	1/2	1/2	1		9	63		1262
107	107	0	0	4/4	2	1	1/4	1/4	1	-1	5	71		1256
107	107	0	0	4/4	1	1	1/8	1/8	1		7	85		1248
107	107	1/8	1/8	4/4	1	1	1/8	1/8	1		3	81		1249
107	107	1/4	1/4	4/4	2	1	1/8	1/8	1		3	69		1257
107	107	1/4	1/4	4/4	1	1	1/8	1/8	1		6	78		1250
107	107	3/8	3/8	4/4	2	1	1/8	1/8	1		8	68		1258
107	107	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		1251
107	107	1/2	1/2	4/4	2	2	1/2	1/2	1		2	62		1263
107	107	1/2	1/2	4/4	2	1	1/4	1/4	1		6	66		1259
107	107	1/2	1/2	4/4	1	1	1/8	1/8	1		7	85		1252
107	107	5/8	5/8	4/4	1	1	1/8	1/8	1		3	81		1253
107	107	3/4	3/4	4/4	2	1	1/8	1/8	1		4	64		1260
107	107	3/4	3/4	4/4	1	1	1/8	1/8	1		6	78		1254
107	107	7/8	7/8	4/4	2	1	1/8	1/8	1		2	62		1261
107	107	7/8	7/8	4/4	1	1	1/8	1/8	1		7	73		1255
108	108	0	0	4/4	2	2	1/2	1/2	1		6	54		1277
108	108	0	0	4/4	2	1	1/4	1/4	1		7	61		1272
108	108	0	0	4/4	1	1	1/8	1/8	1		7	85		1264
108	108	1/8	1/8	4/4	1	1	1/8	1/8	1		3	81		1265
108	108	1/4	1/4	4/4	2	1	1/8	1/8	1		2	62		1273
108	108	1/4	1/4	4/4	1	1	1/8	1/8	1		6	78		1266
108	108	3/8	3/8	4/4	2	1	1/8	1/8	1		4	64		1274
108	108	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		1267
108	108	1/2	1/2	4/4	2	2	1/4	1/4	1		3	57		1278
108	108	1/2	1/2	4/4	2	1	1/4	1/4	1		6	66		1275
108	108	1/2	1/2	4/4	1	1	1/8	1/8	1		7	85		1268
108	108	5/8	5/8	4/4	1	1	1/8	1/8	1		3	81		1269
108	108	3/4	3/4	4/4	2	2	1/4	1/4	1		5	59		1279
108	108	3/4	3/4	4/4	2	1	1/4	1/4	1		3	69		1276
108	108	3/4	3/4	4/4	1	1	1/8	1/8	1		6	78		1270
108	108	7/8	7/8	4/4	1	1	1/8	1/8	1		2	74		1271
109	109	0	0	4/4	2	1	1	1	1		7	61		1288
109	109	0	0	4/4	2	1	1	1	1		8	68		1288
109	109	0	0	4/4	1	1	1/8	1/8	1		7	85		1280
109	109	1/8	1/8	4/4	1	1	1/8	1/8	1		5	83		1281
109	109	1/4	1/4	4/4	1	1	1/8	1/8	1		6	78		1282
109	109	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		1283
109	109	1/2	1/2	4/4	1	1	1/8	1/8	1		7	85		1284
109	109	5/8	5/8	4/4	1	1	1/8	1/8	1		5	83		1285
109	109	3/4	3/4	4/4	1	1	1/8	1/8	1		11	77		1286
109	109	7/8	7/8	4/4	1	1	1/8	1/8	1		7	73		1287
110	110	0	0	4/4	2	1	1/8	1/8	1		3	45		1295
110	110	1/8	1/8	4/4	2	1	1/8	1/8	1		6	54		1296
110	110	1/8	1/8	4/4	1	1	1/8	1/8	1		6	66		1289
110	110	1/4	1/4	4/4	2	1	1/8	1/8	1		7	61		1297
110	110	1/4	1/4	4/4	1	1	1/8	1/8	1		8	68		1290
110	110	3/8	3/8	4/4	2	1	1/8	1/8	1		6	54		1298
110	110	3/8	3/8	4/4	1	1	1/8	1/8	1		3	69		1291
110	110	1/2	1/2	4/4	2	1	1/8	1/8	1		8	44		1299
110	110	1/2	1/2	4/4	1	2	1/4	1/4	1		6	66		1293
110	110	1/2	1/2	4/4	1	1	1/2	1/2	1	1	5	71		1292
110	110	5/8	5/8	4/4	2	1	1/8	1/8	1		7	49		1300
110	110	3/4	3/4	4/4	2	1	1/8	1/8	1		5	59		1301
110	110	3/4	3/4	4/4	1	2	1/4	1/4	1		11	65		1294
110	110	7/8	7/8	4/4	2	1	1/8	1/8	1		7	49		1302
111	111	0	0	4/4	2	1	1/8	1/8	1		6	42		1311
111	111	0	0	4/4	1	2	1/4	1/4	1		7	61		1308
111	111	0	0	4/4	1	1	1/8	1/8	1	-1	5	71		1303
111	111	1/8	1/8	4/4	2	1	1/8	1/8	1		7	49		1312
111	111	1/8	1/8	4/4	1	1	1/8	1/8	1		3	69		1304
111	111	1/4	1/4	4/4	2	1	1/8	1/8	1		3	57		1313
111	111	1/4	1/4	4/4	1	1	1/8	1/8	1		5	71		1305
111	111	3/8	3/8	4/4	2	1	1/8	1/8	1		7	49		1314
111	111	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73		1306
111	111	1/2	1/2	4/4	2	1	1/8	1/8	1		5	47		1315
111	111	1/2	1/2	4/4	1	2	1/4	1/4	1		3	69		1309
111	111	1/2	1/2	4/4	1	1	1/2	1/2	1	1	2	74		1307
111	111	5/8	5/8	4/4	2	1	1/8	1/8	1		4	52		1316
111	111	3/4	3/4	4/4	2	1	1/8	1/8	1		2	62		1317
111	111	3/4	3/4	4/4	1	2	1/4	1/4	1		8	68		1310
111	111	7/8	7/8	4/4	2	1	1/8	1/8	1		4	52		1318
112	112	0	0	4/4	2	1	1/8	1/8	1		3	45		1326
112	112	0	0	4/4	1	2	1/4	1/4	1		4	64		1324
112	112	0	0	4/4	1	1	1/8	1/8	1	-1	2	74		1319
112	112	1/8	1/8	4/4	2	1	1/8	1/8	1		4	52		1327
112	112	1/8	1/8	4/4	1	1	1/8	1/8	1		7	73		1320
112	112	1/4	1/4	4/4	2	1	1/8	1/8	1		3	57		1328
112	112	1/4	1/4	4/4	1	1	1/8	1/8	1		2	74		1321
112	112	3/8	3/8	4/4	2	1	1/8	1/8	1		7	61		1329
112	112	3/8	3/8	4/4	1	1	1/8	1/8	1		4	76		1322
112	112	1/2	1/2	4/4	2	1	1/8	1/8	1		2	50		1330
112	112	1/2	1/2	4/4	1	2	1/2	1/2	1	1	2	74		1325
112	112	1/2	1/2	4/4	1	1	1/2	1/2	1	1	6	78		1323
112	112	5/8	5/8	4/4	2	1	1/8	1/8	1		3	57		1331
112	112	3/4	3/4	4/4	2	1	1/8	1/8	1		2	62		1332
112	112	7/8	7/8	4/4	2	1	1/8	1/8	1		6	66		1333
113	113	0	0	4/4	2	1	1/8	1/8	1		3	57		1336
113	113	0	0	4/4	1	1	1/2	1/2	1	-1	2	74		1334
113	113	0	0	4/4	1	1	1/2	1/2	1	-1	6	78		1334
113	113	1/8	1/8	4/4	2	1	1/8	1/8	1		2	62		1337
113	113	1/4	1/4	4/4	2	1	1/8	1/8	1		6	66		1338
113	113	3/8	3/8	4/4	2	1	1/8	1/8	1		3	69		1339
113	113	1/2	1/2	4/4	1	1	1/2	1/2	1	1	6	66		1335
113	113	5/8	5/8	4/4	2	1	1/8	1/8	1		2	62		1340
113	113	3/4	3/4	4/4	2	1	1/8	1/8	1		7	61		1341
113	113	7/8	7/8	4/4	2	1	1/8	1/8	1		5	59		1342
114	114	0	0	4/4	2	1	1/8	1/8	1		3	57		1346
114	114	0	0	4/4	1	1	1/4	1/4	1	-1	6	66		1343
114	114	1/8	1/8	4/4	2	1	1/8	1/8	1		7	61		1347
114	114	1/4	1/4	4/4	2	1	1/8	1/8	1		3	57		1348
114	114	1/4	1/4	4/4	1	1	1/4	1/4	1		7	73		1344
114	114	3/8	3/8	4/4	2	1	1/8	1/8	1		6	54		1349
114	114	1/2	1/2	4/4	2	1	1/8	1/8	1		8	56		1350
114	114	1/2	1/2	4/4	1	1	1/2	1/2	1	1	5	71		1345
114	114	5/8	5/8	4/4	2	1	1/8	1/8	1		5	59		1351
114	114	3/4	3/4	4/4	2	1	1/8	1/8	1		4	64		1352
114	114	7/8	7/8	4/4	2	1	1/8	1/8	1		6	54		1353
115	115	0	0	4/4	2	1	1/8	1/8	1		4	52		1360
115	115	0	0	4/4	1	1	1/4	1/4	1	-1	5	71		1354
115	115	1/8	1/8	4/4	2	1	1/8	1/8	1		5	59		1361
115	115	1/4	1/4	4/4	2	1	1/8	1/8	1		4	64		1362
115	115	1/4	1/4	4/4	1	1	1/8	1/8	1		3	69		1355
115	115	3/8	3/8	4/4	2	1	1/8	1/8	1		5	59		1363
115	115	3/8	3/8	4/4	1	1	1/8	1/8	1		8	68		1356
115	115	1/2	1/2	4/4	2	1	1/8	1/8	1		5	47		1364
115	115	1/2	1/2	4/4	1	1	1/4	1/4	1		6	66		1357
115	115	5/8	5/8	4/4	2	1	1/8	1/8	1		8	56		1365
115	115	3/4	3/4	4/4	2	1	1/8	1/8	1		2	62		1366
115	115	3/4	3/4	4/4	1	1	1/8	1/8	1		4	64		1358
115	115	7/8	7/8	4/4	2	1	1/8	1/8	1		4	52		1367
115	115	7/8	7/8	4/4	1	1	1/8	1/8	1		2	62		1359
116	116	0	0	4/4	2	1	1/8	1/8	1		3	45		1373
116	116	0	0	4/4	1	1	1/4	1/4	1		7	61		1368
116	116	1/8	1/8	4/4	2	1	1/8	1/8	1		4	52		1374
116	116	1/4	1/4	4/4	2	1	1/8	1/8	1		3	57		1375
116	116	1/4	1/4	4/4	1	1	1/8	1/8	1		2	62		1369
116	116	3/8	3/8	4/4	2	1	1/8	1/8	1		4	52		1376
116	116	3/8	3/8	4/4	1	1	1/8	1/8	1		4	64		1370
116	116	1/2	1/2	4/4	2	1	1/8	1/8	1		2	50		1377
116	116	1/2	1/2	4/4	1	1	1/4	1/4	1		6	66		1371
116	116	5/8	5/8	4/4	2	1	1/8	1/8	1		3	57		1378
116	116	3/4	3/4	4/4	2	1	1/8	1/8	1		2	62		1379
116	116	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69		1372
116	116	7/8	7/8	4/4	2	1	1/8	1/8	1		7	49		1380
117	117	0	0	4/4	2	1	1/8	1/8	1		12	48		1382
117	117	0	0	4/4	1	1	1	1	1	1	6	66		1381
117	117	0	0	4/4	1	1	1	1	1	1	8	68		1381
117	117	1/8	1/8	4/4	2	1	1/8	1/8	1		8	56		1383
117	117	1/4	1/4	4/4	2	1	1/8	1/8	1		9	63		1384
117	117	3/8	3/8	4/4	2	1	1/8	1/8	1		8	56		1385
117	117	1/2	1/2	4/4	2	1	1/8	1/8	1		12	48		1386
117	117	5/8	5/8	4/4	2	1	1/8	1/8	1		8	56		1387
117	117	3/4	3/4	4/4	2	1	1/8	1/8	1		9	63		1388
117	117	7/8	7/8	4/4	2	1	1/8	1/8	1		8	56		1389
118	118	0	0	4/4	2	1	1/8	1/8	1		12	48		1393
118	118	0	0	4/4	1	1	1/2	1/2	1	-1	6	66		1390
118	118	0	0	4/4	1	1	1/2	1/2	1	-1	8	68		1390
118	118	1/8	1/8	4/4	2	1	1/8	1/8	1		8	56		1394
118	118	1/4	1/4	4/4	2	1	1/8	1/8	1		9	63		1395
118	118	3/8	3/8	4/4	2	1	1/8	1/8	1		8	56		1396
118	118	1/2	1/2	4/4	2	1	1/8	1/8	1		7	49		1397
118	118	1/2	1/2	4/4	1	1	1/4	1/4	1		6	66		1391
118	118	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69		1391
118	118	5/8	5/8	4/4	2	1	1/8	1/8	1		3	57		1398
118	118	3/4	3/4	4/4	2	1	1/8	1/8	1		4	64		1399
118	118	3/4	3/4	4/4	1	1	1/4	1/4	1		4	76		1392
118	118	3/4	3/4	4/4	1	1	1/4	1/4	1		8	80		1392
118	118	7/8	7/8	4/4	2	1	1/8	1/8	1		3	57		1400
119	119	0	0	4/4	2	1	1/8	1/8	1		12	48		1404
119	119	0	0	4/4	1	1	1/4	1/4	1		6	66		1401
119	119	0	0	4/4	1	1	1/4	1/4	1		8	68		1401
119	119	1/8	1/8	4/4	2	1	1/8	1/8	1		8	56		1405
119	119	1/4	1/4	4/4	2	1	1/8	1/8	1		9	63		1406
119	119	3/8	3/8	4/4	2	1	1/8	1/8	1		8	56		1407
119	119	1/2	1/2	4/4	2	1	1/8	1/8	1		5	47		1408
119	119	1/2	1/2	4/4	1	1	1/4	1/4	1		2	62		1402
119	119	1/2	1/2	4/4	1	1	1/4	1/4	1		6	66		1402
119	119	5/8	5/8	4/4	2	1	1/8	1/8	1		4	52		1409
119	119	3/4	3/4	4/4	2	1	1/8	1/8	1		8	56		1410
119	119	3/4	3/4	4/4	2	1	1/8	1/8	1		2	62		1410
119	119	3/4	3/4	4/4	1	1	1/4	1/4	1		7	73		1403
119	119	3/4	3/4	4/4	1	1	1/4	1/4	1		4	76		1403
119	119	7/8	7/8	4/4	2	1	1/8	1/8	1		4	52		1411
120	120	0	0	4/4	2	1	1/8	1/8	1		3	45		1415
120	120	0	0	4/4	1	1	1/4	1/4	1		7	61		1412
120	120	0	0	4/4	1	1	1/4	1/4	1		4	64		1412
120	120	1/8	1/8	4/4	2	1	1/8	1/8	1		4	52		1416
120	120	1/4	1/4	4/4	2	1	1/8	1/8	1		3	57		1417
120	120	3/8	3/8	4/4	2	1	1/8	1/8	1		4	52		1418
120	120	1/2	1/2	4/4	2	1	1/8	1/8	1		6	42		1419
120	120	1/2	1/2	4/4	1	1	1/4	1/4	1		5	59		1413
120	120	1/2	1/2	4/4	1	1	1/4	1/4	1		9	63		1413
120	120	5/8	5/8	4/4	2	1	1/8	1/8	1		5	47		1420
120	120	3/4	3/4	4/4	2	1	1/8	1/8	1		3	57		1421
120	120	3/4	3/4	4/4	1	1	1/4	1/4	1		3	69		1414
120	120	3/4	3/4	4/4	1	1	1/4	1/4	1		7	73		1414
120	120	7/8	7/8	4/4	2	1	1/8	1/8	1		5	47		1422
121	121	0	0	4/4	2	1	1/8	1/8	1		7	37		1424
121	121	0	0	4/4	1	1	1	1	1	1	8	56		1423
121	121	0	0	4/4	1	1	1	1	1	1	7	61		1423
121	121	1/8	1/8	4/4	2	1	1/8	1/8	1		8	44		1425
121	121	1/4	1/4	4/4	2	1	1/8	1/8	1		11	53		1426
121	121	3/8	3/8	4/4	2	1	1/8	1/8	1		8	44		1427
121	121	1/2	1/2	4/4	2	1	1/8	1/8	1		7	37		1428
121	121	5/8	5/8	4/4	2	1	1/8	1/8	1		8	44		1429
121	121	3/4	3/4	4/4	2	1	1/8	1/8	1		11	53		1430
121	121	7/8	7/8	4/4	2	1	1/8	1/8	1		8	44		1431
122	122	0	0	4/4	2	1	1/8	1/8	1		7	37		1435
122	122	0	0	4/4	1	1	1/2	1/2	1	-1	8	56		1432
122	122	0	0	4/4	1	1	1/2	1/2	1	-1	7	61		1432
122	122	1/8	1/8	4/4	2	1	1/8	1/8	1		8	44		1436
122	122	1/4	1/4	4/4	2	1	1/8	1/8	1		11	53		1437
122	122	3/8	3/8	4/4	2	1	1/8	1/8	1		8	44		1438
122	122	1/2	1/2	4/4	2	1	1/8	1/8	1		7	37		1439
122	122	1/2	1/2	4/4	1	1	1/4	1/4	1		1	55		1433
122	122	1/2	1/2	4/4	1	1	1/4	1/4	1		5	59		1433
122	122	5/8	5/8	4/4	2	1	1/8	1/8	1		3	45		1440
122	122	3/4	3/4	4/4	2	1	1/8	1/8	1		4	52		1441
122	122	3/4	3/4	4/4	1	1	1/4	1/4	1		1	67		1434
122	122	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71		1434
122	122	7/8	7/8	4/4	2	1	1/8	1/8	1		3	45		1442
123	123	0	0	4/4	2	1	1/8	1/8	1		7	37		1444
123	123	0	0	4/4	1	1	1	1	1	1	8	56		1443
123	123	0	0	4/4	1	1	1	1	1	1	7	61		1443
123	123	1/8	1/8	4/4	2	1	1/8	1/8	1		8	44		1445
123	123	1/4	1/4	4/4	2	1	1/8	1/8	1		11	53		1446
123	123	3/8	3/8	4/4	2	1	1/8	1/8	1		8	44		1447
123	123	1/2	1/2	4/4	2	1	1/8	1/8	1		7	37		1448
123	123	5/8	5/8	4/4	2	1	1/8	1/8	1		8	44		1449
123	123	3/4	3/4	4/4	2	1	1/8	1/8	1		11	53		1450
123	123	7/8	7/8	4/4	2	1	1/8	1/8	1		8	44		1451
124	124	0	0	4/4	2	1	1/8	1/8	1		7	37		1455
124	124	0	0	4/4	1	1	1/2	1/2	1	-1	8	56		1452
124	124	0	0	4/4	1	1	1/2	1/2	1	-1	7	61		1452
124	124	1/8	1/8	4/4	2	1	1/8	1/8	1		8	44		1456
124	124	1/4	1/4	4/4	2	1	1/8	1/8	1		11	53		1457
124	124	3/8	3/8	4/4	2	1	1/8	1/8	1		8	44		1458
124	124	1/2	1/2	4/4	2	1	1/8	1/8	1		7	37		1459
124	124	1/2	1/2	4/4	1	1	1/4	1/4	1		1	55		1453
124	124	1/2	1/2	4/4	1	1	1/4	1/4	1		5	59		1453
124	124	5/8	5/8	4/4	2	1	1/8	1/8	1		3	45		1460
124	124	3/4	3/4	4/4	2	1	1/8	1/8	1		4	52		1461
124	124	3/4	3/4	4/4	1	1	1/4	1/4	1		1	67		1454
124	124	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71		1454
124	124	7/8	7/8	4/4	2	1	1/8	1/8	1		3	45		1462
125	125	0	0	4/4	2	1	1/8	1/8	1		2	38		1468
125	125	0	0	4/4	1	1	1/6	1/4	2/3		6	54		1463
